,track_id,genre_top
324,544,Folk
325,545,Folk
326,546,Folk
327,547,Folk
328,548,Folk
329,549,Folk
330,550,Electronic
331,554,Nan
332,555,Nan
333,556,Nan
334,557,Nan
335,558,Nan
336,559,Nan
337,560,Nan
338,561,Nan
339,562,Rock
340,563,Rock
341,564,Rock
342,565,Rock
343,566,Rock
344,567,Rock
345,568,Rock
346,569,Rock
347,570,Rock
348,571,Rock
349,572,Rock
350,573,Rock
351,574,Rock
352,575,Rock
353,576,Rock
354,577,Rock
355,578,Rock
356,579,Rock
357,580,Rock
358,583,Hip-Hop
359,584,Hip-Hop
360,585,Hip-Hop
361,586,Hip-Hop
362,587,Experimental
363,588,Experimental
364,589,Experimental
365,590,Jazz
366,591,Jazz
367,592,Jazz
368,593,Jazz
369,601,Folk
370,602,Folk
371,603,Folk
372,604,Folk
373,605,Rock
374,606,Rock
375,607,Rock
376,608,Rock
377,609,Rock
378,610,Folk
379,611,Folk
380,612,Folk
381,613,Nan
382,614,Folk
383,615,Experimental
384,616,Experimental
385,617,Folk
386,618,Folk
387,619,Folk
388,620,Folk
389,621,Folk
390,622,Folk
391,623,Folk
392,624,Folk
393,625,Folk
394,626,Folk
395,627,Folk
396,628,Folk
397,629,Folk
398,630,Folk
399,631,Folk
400,633,Rock
401,634,Rock
402,635,Rock
403,637,Experimental
404,638,Experimental
405,639,Experimental
406,640,Spoken
407,641,Electronic
408,642,Electronic
409,643,Electronic
410,644,Electronic
411,645,Electronic
412,646,Electronic
413,647,Electronic
414,648,Electronic
415,649,Electronic
416,650,Electronic
417,651,Electronic
418,652,Electronic
419,653,Electronic
420,654,Electronic
421,655,Electronic
422,656,Electronic
423,657,Electronic
424,658,Electronic
425,659,Electronic
426,660,Electronic
427,661,Electronic
428,662,Electronic
429,663,Electronic
430,664,Electronic
431,665,Electronic
432,666,International
433,667,International
434,668,Hip-Hop
435,669,Hip-Hop
436,670,Hip-Hop
437,671,Hip-Hop
438,672,Hip-Hop
439,673,Hip-Hop
440,674,Hip-Hop
441,675,Hip-Hop
442,676,Hip-Hop
443,677,Hip-Hop
444,678,Hip-Hop
445,679,Hip-Hop
446,680,Hip-Hop
447,681,Hip-Hop
448,682,Hip-Hop
449,683,Hip-Hop
450,684,Hip-Hop
451,685,Hip-Hop
452,686,Hip-Hop
453,687,Hip-Hop
454,688,Hip-Hop
455,689,Hip-Hop
456,690,Rock
457,691,Rock
458,692,Rock
459,693,Rock
460,694,Hip-Hop
461,695,Hip-Hop
462,696,Rock
463,697,Rock
464,698,Rock
465,699,Rock
466,700,Rock
467,701,Rock
468,702,Rock
469,703,Rock
470,704,International
471,705,International
472,706,International
473,707,International
474,708,International
475,709,International
476,711,Rock
477,712,Rock
478,713,Rock
479,714,Folk
480,715,Folk
481,716,Folk
482,717,Folk
483,718,Folk
484,719,Rock
485,720,Rock
486,721,Rock
487,722,Rock
488,723,Rock
489,725,Experimental
490,726,Experimental
491,727,Experimental
492,728,Experimental
493,729,Experimental
494,730,Experimental
495,731,Experimental
496,734,Soul-RnB
497,735,Soul-RnB
498,736,Soul-RnB
499,737,Soul-RnB
500,738,Soul-RnB
501,739,Soul-RnB
502,740,Soul-RnB
503,741,Soul-RnB
504,742,Soul-RnB
505,743,Soul-RnB
506,744,Soul-RnB
507,745,Soul-RnB
508,747,Soul-RnB
509,748,Soul-RnB
510,749,Soul-RnB
511,750,Soul-RnB
512,751,Soul-RnB
513,752,Soul-RnB
514,753,Soul-RnB
515,754,Soul-RnB
516,755,Soul-RnB
517,756,Soul-RnB
518,757,Soul-RnB
519,758,Soul-RnB
520,759,Soul-RnB
521,760,Soul-RnB
522,761,Soul-RnB
523,762,Soul-RnB
524,763,Soul-RnB
525,764,Soul-RnB
526,765,Soul-RnB
527,766,Soul-RnB
528,767,Soul-RnB
529,768,Soul-RnB
530,769,Soul-RnB
531,770,Soul-RnB
532,771,Soul-RnB
533,772,Soul-RnB
534,773,Soul-RnB
535,774,Soul-RnB
536,775,Soul-RnB
537,776,Soul-RnB
538,777,Rock
539,778,Rock
540,779,Rock
541,780,Rock
542,781,Rock
543,782,Rock
544,783,Rock
545,784,Rock
546,785,Rock
547,786,Rock
548,787,Rock
549,788,Rock
550,789,Rock
551,790,Rock
552,791,Rock
553,792,Rock
554,793,Rock
555,794,Rock
556,795,Rock
557,796,Rock
558,797,Rock
559,798,Rock
560,799,Experimental
561,800,Experimental
562,801,Experimental
563,803,Rock
564,804,Rock
565,805,Rock
566,806,Rock
567,807,Rock
568,814,Folk
569,815,Experimental
570,816,Experimental
571,817,Experimental
572,818,Experimental
573,819,Experimental
574,820,Experimental
575,821,Pop
576,822,Pop
577,823,Pop
578,824,Rock
579,825,Rock
580,826,Rock
581,827,Rock
582,828,Rock
583,829,Rock
584,830,Rock
585,831,Jazz
586,832,Jazz
587,833,Jazz
588,834,Jazz
589,835,Jazz
590,836,Rock
591,837,Rock
592,838,Rock
593,839,Rock
594,840,Rock
595,841,Rock
596,842,Rock
597,843,Rock
598,844,Rock
599,845,Rock
600,846,Rock
601,847,Pop
602,850,Rock
603,851,Rock
604,852,Rock
605,853,International
606,854,Experimental
607,855,Rock
608,856,Rock
609,857,Rock
610,858,Rock
611,859,Rock
612,860,Rock
613,861,Rock
614,862,Rock
615,863,Rock
616,864,Experimental
617,866,Experimental
618,868,Experimental
619,869,Experimental
620,870,Experimental
621,871,Nan
622,872,Nan
623,873,Nan
624,874,Electronic
625,875,Electronic
626,876,Electronic
627,877,Electronic
628,878,Electronic
629,879,Electronic
630,880,Electronic
631,881,Electronic
632,882,Electronic
633,883,Electronic
634,885,Electronic
635,886,Electronic
636,887,Electronic
637,888,Electronic
638,889,Electronic
639,890,Folk
640,891,Folk
641,892,Folk
642,893,Folk
643,894,Folk
644,895,Folk
645,896,Rock
646,897,Experimental
647,898,Experimental
648,899,Experimental
649,900,Nan
650,901,Nan
651,902,Nan
652,903,Nan
653,904,Spoken
654,905,Spoken
655,906,Spoken
656,907,Spoken
657,908,Spoken
658,909,Spoken
659,910,Spoken
660,911,Spoken
661,912,Spoken
662,913,Spoken
663,914,Spoken
664,915,Spoken
665,916,Spoken
666,917,Spoken
667,918,Spoken
668,919,Spoken
669,920,Spoken
670,921,Spoken
671,922,Spoken
672,923,Spoken
673,924,Spoken
674,925,Spoken
675,926,Spoken
676,927,Spoken
677,928,Spoken
678,929,Spoken
679,930,Spoken
680,931,Spoken
681,932,Spoken
682,933,Spoken
683,934,Spoken
684,935,Spoken
685,936,Spoken
686,937,Spoken
687,938,Spoken
688,939,Spoken
689,940,Spoken
690,941,Spoken
691,942,Spoken
692,943,Spoken
693,944,Spoken
694,945,Spoken
695,946,Spoken
696,947,Spoken
697,948,Spoken
698,949,Spoken
699,950,Spoken
700,951,Spoken
701,952,Spoken
702,953,Spoken
703,954,Spoken
704,955,Spoken
705,956,Spoken
706,957,Spoken
707,958,Spoken
708,959,Spoken
709,960,Spoken
710,961,Spoken
711,962,Spoken
712,963,Spoken
713,964,Spoken
714,965,Spoken
715,966,Spoken
716,967,Spoken
717,968,Spoken
718,969,Spoken
719,970,Spoken
720,971,Spoken
721,972,Spoken
722,973,Spoken
723,974,Spoken
724,975,Spoken
725,976,Spoken
726,977,Spoken
727,978,Experimental
728,979,Experimental
729,980,Experimental
730,981,Experimental
731,982,Experimental
732,983,Experimental
733,984,Experimental
734,985,Experimental
735,986,Experimental
736,987,Experimental
737,988,Experimental
738,989,Experimental
739,990,Experimental
740,991,Rock
741,992,Rock
742,993,Rock
743,995,Experimental
744,996,Experimental
745,997,Experimental
746,998,Experimental
747,999,Experimental
748,1000,Experimental
749,1001,Experimental
750,1002,Experimental
751,1003,Experimental
752,1004,Experimental
753,1006,Experimental
754,1007,Rock
755,1009,Rock
756,1013,Rock
757,1014,Rock
758,1015,Rock
759,1016,Rock
760,1017,Rock
761,1018,Rock
762,1019,Experimental
763,1020,Jazz
764,1021,Jazz
765,1022,Jazz
766,1023,Jazz
767,1024,Rock
768,1025,Rock
769,1026,Rock
770,1027,Rock
771,1028,Rock
772,1029,Rock
773,1030,Rock
774,1031,Rock
775,1032,Rock
776,1033,Rock
777,1034,Spoken
778,1035,Experimental
779,1036,Experimental
780,1037,Experimental
781,1038,Experimental
782,1039,Rock
783,1040,Rock
784,1041,Rock
785,1042,Blues
786,1043,Blues
787,1044,Blues
788,1045,Blues
789,1046,Blues
790,1047,Blues
791,1048,Blues
792,1049,Rock
793,1050,Rock
794,1051,Pop
795,1052,Rock
796,1058,Jazz
797,1059,Jazz
798,1060,Jazz
799,1061,Jazz
800,1062,Jazz
801,1063,Jazz
802,1064,Jazz
803,1066,Experimental
804,1067,Experimental
805,1068,Experimental
806,1069,Experimental
807,1070,Experimental
808,1071,Experimental
809,1072,Experimental
810,1073,Experimental
811,1074,Experimental
812,1075,Experimental
813,1076,Nan
814,1077,Rock
815,1078,Rock
816,1079,Rock
817,1080,Rock
818,1081,Rock
819,1082,International
820,1083,Experimental
821,1084,Electronic
822,1085,Electronic
823,1086,Electronic
824,1087,Rock
825,1088,Electronic
826,1089,Electronic
827,1090,Electronic
828,1091,Electronic
829,1092,Experimental
830,1093,Experimental
831,1094,Experimental
832,1095,Experimental
833,1096,Experimental
834,1097,Experimental
835,1098,Experimental
836,1099,Experimental
837,1100,Experimental
838,1101,Experimental
839,1102,Rock
840,1105,Rock
841,1106,Rock
842,1107,Rock
843,1108,Rock
844,1110,Experimental
845,1111,Experimental
846,1113,Experimental
847,1116,Rock
848,1117,Rock
849,1118,Rock
850,1119,Rock
851,1120,Electronic
852,1121,Electronic
853,1122,Electronic
854,1123,Rock
855,1124,Rock
856,1125,Rock
857,1126,Rock
858,1127,Rock
859,1128,Rock
860,1129,Rock
861,1130,Rock
862,1131,Rock
863,1133,Rock
864,1135,Rock
865,1136,Rock
866,1138,Rock
867,1140,Rock
868,1141,Rock
869,1142,Rock
870,1143,Rock
871,1144,Rock
872,1145,Rock
873,1146,Rock
874,1147,Rock
875,1148,Rock
876,1149,Rock
877,1150,Rock
878,1151,Jazz
879,1152,Jazz
880,1153,Jazz
881,1154,Jazz
882,1155,Jazz
883,1156,Rock
884,1157,Rock
885,1158,Rock
886,1159,Rock
887,1160,Rock
888,1161,Rock
889,1162,Rock
890,1163,Rock
891,1164,Rock
892,1165,Rock
893,1166,Rock
894,1167,Rock
895,1168,Rock
896,1169,Rock
897,1170,Rock
898,1171,Rock
899,1172,Rock
900,1173,Rock
901,1174,Rock
902,1175,Rock
903,1176,Rock
904,1177,Rock
905,1178,Rock
906,1179,Rock
907,1180,Rock
908,1181,Rock
909,1182,Rock
910,1183,Rock
911,1184,Rock
912,1185,Rock
913,1186,Rock
914,1187,Rock
915,1188,Rock
916,1189,Rock
917,1190,Rock
918,1191,Rock
919,1192,Rock
920,1193,Folk
921,1194,Folk
922,1195,Folk
923,1196,Folk
924,1197,Folk
925,1198,Folk
926,1199,Folk
927,1201,Rock
928,1202,Rock
929,1203,Rock
930,1204,Rock
931,1205,Experimental
932,1206,Experimental
933,1207,Experimental
934,1208,Experimental
935,1209,Experimental
936,1210,Experimental
937,1211,Experimental
938,1212,Experimental
939,1213,Nan
940,1214,Electronic
941,1215,Nan
942,1216,Nan
943,1217,Nan
944,1218,Electronic
945,1219,Nan
946,1220,Nan
947,1221,Electronic
948,1222,Nan
949,1223,Nan
950,1224,Electronic
951,1225,Nan
952,1226,Nan
953,1227,Nan
954,1228,Nan
955,1229,Nan
956,1230,Nan
957,1231,Nan
958,1232,Nan
959,1233,Nan
960,1234,Nan
961,1235,Nan
962,1236,Nan
963,1237,Nan
964,1238,Nan
965,1240,Rock
966,1241,Experimental
967,1242,Experimental
968,1243,Experimental
969,1244,Experimental
970,1245,Experimental
971,1246,Experimental
972,1247,Experimental
973,1248,Experimental
974,1249,Experimental
975,1250,Experimental
976,1251,Experimental
977,1252,Experimental
978,1253,Experimental
979,1254,Experimental
980,1255,Experimental
981,1256,Experimental
982,1257,Experimental
983,1258,Experimental
984,1259,Experimental
985,1260,Experimental
986,1261,Experimental
987,1262,Experimental
988,1263,Experimental
989,1264,Experimental
990,1265,Experimental
991,1266,Experimental
992,1267,Experimental
993,1268,Experimental
994,1269,Experimental
995,1270,Rock
996,1271,Rock
997,1272,Rock
998,1273,Rock
999,1274,Rock
1000,1275,Rock
1001,1276,Experimental
1002,1277,Experimental
1003,1278,Experimental
1004,1279,Rock
1005,1280,Rock
1006,1281,Rock
1007,1282,Rock
1008,1283,Rock
1009,1284,Rock
1010,1285,Rock
1011,1286,Rock
1012,1287,Rock
1013,1288,Rock
1014,1289,Rock
1015,1290,Rock
1016,1291,Rock
1017,1292,Rock
1018,1293,Rock
1019,1294,Rock
1020,1295,Rock
1021,1296,Rock
1022,1297,Rock
1023,1298,Rock
1024,1299,Rock
1025,1300,Rock
1026,1301,Rock
1027,1302,Electronic
1028,1303,Folk
1029,1304,Electronic
1030,1305,Electronic
1031,1306,Electronic
1032,1307,Electronic
1033,1308,Folk
1034,1309,Electronic
1035,1310,Electronic
1036,1311,Folk
1037,1312,Electronic
1038,1313,Folk
1039,1314,Electronic
1040,1315,Electronic
1041,1316,Electronic
1042,1317,Folk
1043,1318,Electronic
1044,1319,Electronic
1045,1320,Electronic
1046,1321,Electronic
1047,1322,Folk
1048,1323,Electronic
1049,1324,Electronic
1050,1325,Electronic
1051,1326,Folk
1052,1327,Electronic
1053,1328,Electronic
1054,1329,Folk
1055,1330,Electronic
1056,1331,Electronic
1057,1332,Electronic
1058,1333,Electronic
1059,1334,Electronic
1060,1335,Electronic
1061,1336,Electronic
1062,1337,Electronic
1063,1338,Electronic
1064,1339,Electronic
1065,1340,Electronic
1066,1341,Folk
1067,1342,Folk
1068,1343,Experimental
1069,1344,Experimental
1070,1345,Experimental
1071,1346,Experimental
1072,1347,Experimental
1073,1348,Experimental
1074,1349,Nan
1075,1352,Nan
1076,1353,Nan
1077,1354,Rock
1078,1355,Experimental
1079,1356,Rock
1080,1357,Rock
1081,1358,Rock
1082,1359,Rock
1083,1360,Rock
1084,1361,Rock
1085,1362,Rock
1086,1363,Rock
1087,1364,Rock
1088,1365,Rock
1089,1366,Rock
1090,1367,Rock
1091,1368,Rock
1092,1369,Rock
1093,1370,Rock
1094,1371,Rock
1095,1372,Rock
1096,1373,Rock
1097,1374,Rock
1098,1375,Rock
1099,1376,Rock
1100,1377,Rock
1101,1378,Rock
1102,1380,Rock
1103,1381,Rock
1104,1382,Rock
1105,1383,Rock
1106,1384,Nan
1107,1412,Rock
1108,1413,Rock
1109,1414,Rock
1110,1415,Rock
1111,1416,Rock
1112,1417,Rock
1113,1418,Rock
1114,1419,Rock
1115,1420,Rock
1116,1421,Rock
1117,1422,Rock
1118,1423,Rock
1119,1424,Rock
1120,1425,Rock
1121,1426,Rock
1122,1427,Rock
1123,1428,Electronic
1124,1429,Nan
1125,1430,Electronic
1126,1431,Electronic
1127,1432,Electronic
1128,1433,Electronic
1129,1434,Electronic
1130,1435,Electronic
1131,1436,Electronic
1132,1437,Electronic
1133,1438,Electronic
1134,1439,Electronic
1135,1441,Electronic
1136,1442,Electronic
1137,1443,Experimental
1138,1444,Experimental
1139,1450,Rock
1140,1451,Rock
1141,1474,Rock
1142,1475,Rock
1143,1476,Electronic
1144,1477,Electronic
1145,1478,Electronic
1146,1479,Electronic
1147,1480,Electronic
1148,1481,Electronic
1149,1482,Electronic
1150,1483,Electronic
1151,1484,Electronic
1152,1485,Electronic
1153,1486,Electronic
1154,1487,Electronic
1155,1488,Electronic
1156,1489,Electronic
1157,1490,Rock
1158,1491,Rock
1159,1492,Rock
1160,1494,Experimental
1161,1495,Experimental
1162,1496,Experimental
1163,1497,Experimental
1164,1498,Experimental
1165,1499,Experimental
1166,1500,Experimental
1167,1501,Experimental
1168,1502,Experimental
1169,1503,Experimental
1170,1504,Experimental
1171,1505,Experimental
1172,1506,Experimental
1173,1507,Experimental
1174,1508,Experimental
1175,1509,Experimental
1176,1510,Experimental
1177,1511,Experimental
1178,1512,Experimental
1179,1513,Experimental
1180,1514,Experimental
1181,1515,Rock
1182,1516,Rock
1183,1517,Experimental
1184,1518,Rock
1185,1519,Rock
1186,1520,Rock
1187,1521,Rock
1188,1522,Rock
1189,1523,Rock
1190,1524,Rock
1191,1525,Rock
1192,1526,Rock
1193,1527,Rock
1194,1528,Rock
1195,1529,Rock
1196,1530,Rock
1197,1531,Rock
1198,1532,Rock
1199,1533,Rock
1200,1534,Rock
1201,1535,Rock
1202,1536,Rock
1203,1537,Experimental
1204,1538,Experimental
1205,1539,Experimental
1206,1540,Folk
1207,1541,Folk
1208,1542,Folk
1209,1543,Folk
1210,1544,Folk
1211,1545,Folk
1212,1546,Folk
1213,1547,Electronic
1214,1548,Electronic
1215,1549,Electronic
1216,1550,Electronic
1217,1551,Electronic
1218,1552,Electronic
1219,1553,Electronic
1220,1554,Electronic
1221,1555,Electronic
1222,1556,Electronic
1223,1557,Experimental
1224,1558,Experimental
1225,1559,Experimental
1226,1560,Experimental
1227,1561,Experimental
1228,1562,Experimental
1229,1563,Experimental
1230,1564,Experimental
1231,1565,Experimental
1232,1566,Experimental
1233,1567,Experimental
1234,1568,Experimental
1235,1569,Experimental
1236,1570,Experimental
1237,1572,Experimental
1238,1573,Experimental
1239,1574,Nan
1240,1575,Nan
1241,1576,Experimental
1242,1577,Experimental
1243,1578,Experimental
1244,1579,Experimental
1245,1580,Experimental
1246,1581,Experimental
1247,1582,Experimental
1248,1583,Experimental
1249,1584,Experimental
1250,1585,Experimental
1251,1586,Experimental
1252,1587,Experimental
1253,1588,Experimental
1254,1589,Experimental
1255,1590,Rock
1256,1591,Rock
1257,1592,Rock
1258,1593,Rock
1259,1594,Rock
1260,1595,Rock
1261,1596,Rock
1262,1597,Rock
1263,1598,Rock
1264,1599,Rock
1265,1600,Rock
1266,1601,Rock
1267,1602,Rock
1268,1603,Rock
1269,1604,Rock
1270,1605,Rock
1271,1606,Rock
1272,1607,Rock
1273,1608,Rock
1274,1609,Rock
1275,1610,Rock
1276,1611,Rock
1277,1612,Rock
1278,1613,Rock
1279,1614,Rock
1280,1615,Rock
1281,1616,Rock
1282,1617,Rock
1283,1618,Rock
1284,1619,Rock
1285,1620,Experimental
1286,1621,Experimental
1287,1622,Experimental
1288,1623,Experimental
1289,1624,Experimental
1290,1625,Experimental
1291,1626,Experimental
1292,1627,Experimental
1293,1628,Experimental
1294,1629,Experimental
1295,1630,Experimental
1296,1631,Experimental
1297,1632,Experimental
1298,1633,Experimental
1299,1634,Electronic
1300,1635,Electronic
1301,1636,Electronic
1302,1637,Electronic
1303,1638,Electronic
1304,1639,Electronic
1305,1640,Electronic
1306,1641,Rock
1307,1642,Pop
1308,1643,Pop
1309,1644,Pop
1310,1645,Pop
1311,1648,Pop
1312,1649,Pop
1313,1652,Pop
1314,1657,Pop
1315,1658,Pop
1316,1659,Pop
1317,1660,Pop
1318,1661,Pop
1319,1662,Pop
1320,1663,Pop
1321,1664,Pop
1322,1665,Pop
1323,1666,Pop
1324,1667,Experimental
1325,1668,Experimental
1326,1669,Experimental
1327,1670,Experimental
1328,1671,Experimental
1329,1672,Experimental
1330,1673,Experimental
1331,1674,Experimental
1332,1675,Electronic
1333,1676,Electronic
1334,1677,Electronic
1335,1678,Electronic
1336,1679,Electronic
1337,1680,International
1338,1681,International
1339,1682,International
1340,1683,International
1341,1684,International
1342,1685,International
1343,1686,International
1344,1687,International
1345,1688,International
1346,1689,International
1347,1690,Rock
1348,1691,Pop
1349,1692,Pop
1350,1693,Pop
1351,1694,Rock
1352,1695,Rock
1353,1696,Rock
1354,1697,Rock
1355,1698,Folk
1356,1699,Folk
1357,1700,Folk
1358,1701,Folk
1359,1702,Folk
1360,1703,Folk
1361,1704,Folk
1362,1705,Folk
1363,1706,Rock
1364,1707,Rock
1365,1708,Rock
1366,1709,Rock
1367,1710,Rock
1368,1711,Rock
1369,1712,Rock
1370,1713,Rock
1371,1714,Rock
1372,1715,Rock
1373,1716,Rock
1374,1717,Rock
1375,1718,Rock
1376,1719,Rock
1377,1720,Rock
1378,1721,Electronic
1379,1722,Electronic
1380,1723,Electronic
1381,1725,Rock
1382,1726,Rock
1383,1727,Rock
1384,1728,Rock
1385,1730,Rock
1386,1731,Experimental
1387,1732,Experimental
1388,1733,Experimental
1389,1734,Experimental
1390,1735,Experimental
1391,1736,Experimental
1392,1737,Experimental
1393,1738,Experimental
1394,1739,Experimental
1395,1740,Rock
1396,1741,Rock
1397,1742,Rock
1398,1743,Rock
1399,1744,Rock
1400,1745,Rock
1401,1746,Rock
1402,1747,Rock
1403,1748,Rock
1404,1749,Rock
1405,1750,Rock
1406,1751,Rock
1407,1752,Rock
1408,1753,Rock
1409,1754,Rock
1410,1755,Rock
1411,1756,Rock
1412,1757,Rock
1413,1759,Folk
1414,1761,Folk
1415,1763,Folk
1416,1765,Folk
1417,1767,Folk
1418,1768,Folk
1419,1770,Rock
1420,1771,Rock
1421,1772,Rock
1422,1773,Rock
1423,1780,Rock
1424,1781,Rock
1425,1782,Rock
1426,1783,Rock
1427,1784,Rock
1428,1785,Rock
1429,1786,Rock
1430,1787,Rock
1431,1788,Rock
1432,1789,Rock
1433,1790,Rock
1434,1791,Rock
1435,1792,Rock
1436,1793,Rock
1437,1794,Rock
1438,1795,Rock
1439,1796,Rock
1440,1797,Rock
1441,1798,Rock
1442,1799,Rock
1443,1800,Rock
1444,1801,Rock
1445,1802,Rock
1446,1803,Rock
1447,1804,Rock
1448,1805,Rock
1449,1806,Rock
1450,1807,Rock
1451,1808,Rock
1452,1809,Rock
1453,1810,Rock
1454,1811,Rock
1455,1812,Rock
1456,1813,Rock
1457,1814,Rock
1458,1815,Rock
1459,1816,Rock
1460,1817,Rock
1461,1818,Rock
1462,1819,Rock
1463,1820,Rock
1464,1821,Rock
1465,1822,Rock
1466,1823,Rock
1467,1824,Rock
1468,1825,Rock
1469,1826,Rock
1470,1827,Rock
1471,1828,Rock
1472,1829,Rock
1473,1830,Rock
1474,1831,Rock
1475,1832,Rock
1476,1833,Rock
1477,1834,Rock
1478,1835,Rock
1479,1836,Rock
1480,1837,Rock
1481,1840,Pop
1482,1841,Pop
1483,1842,Pop
1484,1843,Pop
1485,1844,Pop
1486,1860,Rock
1487,1861,Rock
1488,1863,Electronic
1489,1864,Electronic
1490,1865,Nan
1491,1866,Electronic
